gene_id,T2_R2,T2_R3,T2_R4,T7_R1,T7_R2,T7_R4
XR_008385487.1,0,0,0,0,0,0
XR_008385488.1,4,11,4,2,3,10
XR_008385489.1,0,0,5,1,0,1
XR_008385490.1,0,3,1,1,0,0
XR_008385491.1,145,97,67,81,119,50
XR_008385492.1,0,0,0,0,0,0
XR_008385493.1,0,0,0,0,0,0
XR_008385494.1,0,0,0,0,0,0
XR_008385495.1,0,0,0,0,0,0
XR_008385496.1,0,0,0,0,0,0
XR_008385497.1,0,0,0,0,0,0
XR_008385498.1,0,0,0,0,4,2
XR_008385499.1,2,0,1,0,4,4
XR_008385500.1,0,0,0,0,0,0
XR_008385501.1,0,0,0,0,0,0
XR_008385502.1,0,0,0,0,0,0
XR_008385503.1,0,0,0,0,0,0
XR_008385504.1,5,8,2,91,44,128
XR_008385505.1,57,49,33,27,14,37
XR_008385506.1,0,0,0,0,0,0
XR_008385507.1,0,0,0,0,0,0
XR_008385508.1,189,109,106,122,190,134
XR_008385509.1,0,0,0,0,0,0
XR_008385510.1,14,17,6,19,18,5
XR_008385511.1,0,0,0,0,0,0
XR_008385512.1,0,0,0,0,0,0
XR_008385513.1,0,0,0,0,0,0
XR_008385514.1,0,0,0,0,0,0
XR_008385515.1,0,0,0,0,0,0
XR_008385516.1,0,0,0,0,0,0
XR_008385517.1,0,0,0,0,0,0
XR_008385518.1,0,0,0,0,0,0
XR_008385519.1,6,13,8,3,0,0
XR_008385520.1,5,7,3,86,83,151
XR_008385521.1,1,0,0,1,2,0
XR_008385522.1,0,0,0,0,0,0
XR_008385523.1,0,0,0,1,0,0
XR_008385524.1,1,1,0,2,0,0
XR_008385525.1,37,73,41,52,84,65
XR_008385526.1,0,0,0,0,0,0
XR_008385527.1,0,0,0,0,0,0
XR_008385528.1,0,0,0,0,0,0
XR_008385529.1,0,0,0,0,0,0
XR_008385530.1,0,0,0,0,0,0
XR_008385531.1,1,5,3,2,6,9
XR_008385532.1,0,0,0,0,0,0
XR_008385533.1,0,0,0,0,0,0
XR_008385534.1,12,16,5,2,5,2
XR_008385535.1,22,23,16,9,2,4
XR_008385536.1,11,15,6,10,6,30
XR_008385537.1,74,84,43,10,15,9
XR_008385538.1,55,41,34,36,12,6
XR_008385539.1,0,0,0,0,0,0
XR_008385540.1,0,0,0,0,0,0
XR_008385541.1,0,0,0,0,0,0
XR_008385542.1,0,0,0,0,0,0
XR_008385543.1,0,0,0,0,0,0
XR_008385544.1,0,0,0,0,0,0
XR_008385545.1,0,0,0,0,0,0
XR_008385546.1,3,3,4,18,37,41
XR_008385547.1,0,0,0,4,0,0
XR_008385548.1,4,7,1,17,0,3
XR_008385549.1,1,8,4,3,4,10
XR_008385550.1,1,1,0,0,0,0
XR_008385551.1,0,0,0,0,0,0
XR_008385552.1,0,0,0,0,0,0
XR_008385553.1,0,0,0,0,0,0
XR_008385554.1,64,54,41,148,69,105
XR_008385555.1,12,9,8,18,22,15
XR_008385556.1,5,5,6,20,11,19
XR_008385557.1,103,83,59,61,90,95
XR_008385558.1,143,142,67,369,490,784
XR_008385559.1,18,14,10,14,3,3
XR_008385560.1,0,1,3,0,0,0
XR_008385561.1,0,0,1,0,0,0
XR_008385562.1,0,0,0,1,0,0
XR_008385563.1,0,0,0,0,0,0
XR_008385564.1,0,0,0,0,0,0
XR_008385565.1,0,2,1,0,5,0
XR_008385566.1,3,7,9,0,0,4
XR_008385567.1,0,0,0,0,0,0
XR_008385568.1,0,0,0,0,0,0
XR_008385569.1,0,0,0,0,0,0
XR_008385570.1,0,0,0,0,0,0
XR_008385571.1,0,0,0,0,0,0
XR_008385572.1,5,3,5,3,0,1
XR_008385573.1,0,0,0,0,0,0
XR_008385574.1,0,0,0,0,0,0
XR_008385575.1,0,4,1,0,2,0
XR_008385576.1,14,9,1,7,7,10
XR_008385577.1,0,0,0,0,0,0
XR_008385578.1,2,2,3,9,5,2
XR_008385579.1,4,0,0,1,0,2
XR_008385580.1,0,0,0,0,0,0
XR_008385581.1,207,92,268,85,60,45
XR_008385582.1,0,0,0,0,0,0
XR_008385583.1,0,0,0,0,0,0
XR_008385584.1,0,0,0,0,0,0
XR_008385585.1,0,0,0,0,0,0
XR_008385586.1,0,0,0,0,0,0
XR_008385587.1,0,2,1,2,1,1
XR_008385588.1,0,2,3,2,1,0
XR_008385589.1,0,0,0,0,0,0
XR_008385590.1,0,0,0,0,0,0
XR_008385591.1,0,0,0,0,0,0
XR_008385592.1,4,8,2,6,16,9
XR_008385593.1,37,44,15,9,6,7
XR_008385594.1,2,1,2,0,0,2
XR_008385595.1,42,20,30,24,11,25
XR_008385596.1,0,0,0,0,1,0
XR_008385597.1,53,98,52,198,192,137
XR_008385598.1,2,1,0,1,4,1
XR_008385599.1,29,36,27,69,91,40
XR_008385600.1,13,10,5,18,18,26
XR_008385601.1,0,0,0,0,0,0
XR_008385602.1,0,0,0,0,0,0
XR_008385603.1,0,0,0,0,0,0
XR_008385604.1,0,0,0,0,0,0
XR_008385605.1,16,17,45,2,10,7
XR_008385606.1,0,0,0,0,0,0
XR_008385607.1,0,0,0,2,5,1
XR_008385608.1,0,0,0,0,0,0
XR_008385609.1,3,4,0,32,27,42
XR_008385610.1,0,1,2,0,0,0
XR_008385611.1,3,1,0,1,2,0
XR_008385612.1,0,0,0,0,0,0
XR_008385613.1,0,0,0,1,1,1
XR_008385614.1,0,0,0,0,0,0
XR_008385615.1,26,29,15,3,3,10
XR_008385616.1,0,0,0,0,0,0
XR_008385617.1,18,14,11,15,9,7
XR_008385618.1,2,0,1,0,0,1
XR_008385619.1,0,0,0,0,0,0
XR_008385620.1,0,0,0,0,0,0
XR_008385621.1,0,0,0,0,0,0
XR_008385622.1,3,4,8,18,4,7
XR_008385623.1,86,91,71,480,294,413
XR_008385624.1,0,0,0,1,0,0
XR_008385625.1,195,212,234,102,157,144
XR_008385626.1,3,3,2,0,1,0
XR_008385627.1,36,31,47,1,28,18
XR_008385628.1,0,0,0,0,0,0
XR_008385629.1,0,0,0,0,0,0
XR_008385630.1,5,7,4,21,4,24
XR_008385631.1,7,4,2,0,0,0
XR_008385632.1,136,151,180,323,276,425
XR_008385633.1,4,1,3,9,10,17
XR_008385634.1,10,9,12,15,21,44
XR_008385635.1,4,12,15,6,0,2
XR_008385636.1,0,0,0,0,0,0
XR_008385637.1,7,5,2,164,209,232
XR_008385638.1,1,0,0,0,0,0
XR_008385639.1,0,0,0,0,0,0
XR_008385640.1,68,36,11,4,7,0
XR_008385641.1,0,0,0,0,0,0
XR_008385642.1,0,0,0,0,0,0
XR_008385643.1,0,0,0,0,0,0
XR_008385644.1,31,33,4,1,1,2
XR_008385645.1,24,9,10,1,0,0
XR_008385646.1,1,3,0,0,0,0
XR_008385647.1,2,0,0,7,2,1
XR_008385648.1,2,0,1,1,0,0
XR_008385649.1,0,0,0,0,0,0
XR_008385650.1,18,10,5,8,15,14
XR_008385651.1,0,0,0,0,0,0
XR_008385652.1,0,0,0,0,0,0
XR_008385653.1,0,0,0,0,0,0
XR_008385654.1,0,0,0,0,0,0
XR_008385655.1,0,0,0,0,0,0
XR_008385656.1,0,0,0,0,0,0
XR_008385657.1,0,0,0,0,0,0
XR_008385658.1,21,24,12,7,37,11
XR_008385659.1,0,0,0,0,0,0
XR_008385660.1,0,0,0,0,0,0
XR_008385661.1,0,1,1,36,15,41
XR_008385662.1,41,30,16,94,41,81
XR_008385663.1,18,11,1,11,9,14
XR_008385664.1,0,0,0,0,0,0
XR_008385665.1,0,0,0,0,0,0
XR_008385666.1,0,0,0,0,0,0
XR_008385667.1,0,0,0,0,0,0
XR_008385668.1,0,0,0,0,0,0
XR_008385669.1,9,3,2,160,141,227
XR_008385670.1,39,47,8,798,429,1317
XR_008385671.1,10,14,5,89,76,108
XR_008385672.1,73,46,32,4,3,3
XR_008385673.1,0,0,0,0,0,0
XR_008385674.1,30,23,33,46,49,86
XR_008385675.1,13,25,19,27,36,33
XR_008385676.1,18,9,6,76,30,48
XR_008385677.1,0,0,0,0,0,0
XR_008385678.1,36,24,19,404,470,602
XR_008385679.1,5,5,0,88,155,135
XR_008385680.1,0,0,0,0,0,0
XR_008385681.1,0,0,0,0,0,0
XR_008385682.1,0,0,0,7,1,6
XR_008385683.1,6,5,0,4,14,1
XR_008385684.1,4,13,1,0,0,0
XR_008385685.1,2,0,0,0,0,0
XR_008385686.1,40,55,42,35,18,33
XR_008385687.1,866,716,382,331,386,416
XR_008385688.1,2,0,0,0,0,0
XR_008385689.1,0,0,0,0,3,0
XR_008385690.1,0,0,0,0,0,0
XR_008385691.1,0,0,0,0,0,0
XR_008385692.1,0,0,0,0,0,1
XR_008385693.1,0,0,0,0,0,0
XR_008385694.1,0,0,0,15,10,15
XR_008385695.1,19,10,5,130,72,154
XR_008385696.1,0,0,0,0,0,0
XR_008385697.1,0,0,0,0,0,0
XR_008385698.1,168,205,180,45,26,26
XR_008385699.1,0,0,0,0,0,0
XR_008385700.1,0,0,0,0,0,0
XR_008385701.1,0,0,0,0,0,0
XR_008385702.1,0,0,0,0,0,0
XR_008385703.1,0,0,0,0,0,0
XR_008385704.1,59,48,27,385,196,511
XR_008385705.1,0,0,0,0,0,0
XR_008385706.1,0,0,0,0,0,0
XR_008385707.1,16,21,11,176,270,186
XR_008385708.1,1,1,5,0,1,0
XR_008385709.1,0,0,0,0,0,0
XR_008385710.1,0,0,0,0,0,0
XR_008385711.1,0,0,0,0,0,0
XR_008385712.1,0,0,0,0,0,0
XR_008385713.1,0,0,0,0,0,0
XR_008385714.1,0,0,0,0,0,0
XR_008385715.1,0,0,0,0,0,0
XR_008385716.1,0,0,0,0,0,0
XR_008385717.1,1,0,0,14,15,12
XR_008385718.1,2,0,0,0,0,0
XR_008385719.1,41,16,10,163,128,246
XR_008385720.1,0,0,0,0,0,0
XR_008385721.1,37,45,31,51,36,42
XR_008385722.1,0,0,0,0,0,0
XR_008385723.1,3,15,9,64,36,69
XR_008385724.1,0,3,0,0,0,0
XR_008385725.1,107,63,57,38,35,33
XR_008385726.1,3,1,5,8,8,8
XR_008385727.1,0,0,0,0,0,0
XR_008385728.1,0,0,0,0,0,0
XR_008385729.1,0,0,0,0,0,0
XR_008385730.1,5,2,0,12,7,10
XR_008385731.1,0,0,0,5,0,0
XR_008385732.1,0,0,0,0,0,0
XR_008385733.1,0,0,0,0,0,1
XR_008385734.1,0,1,0,0,0,0
XR_008385735.1,0,0,0,0,0,0
XR_008385736.1,0,0,0,0,0,0
XR_008385737.1,0,0,0,0,0,0
XR_008385738.1,2,0,1,4,5,10
XR_008385739.1,0,0,0,0,0,0
XR_008385740.1,109,40,104,0,1,7
XR_008385741.1,0,0,0,0,0,0
XR_008385742.1,0,0,0,0,0,0
XR_008385743.1,0,0,0,0,0,0
XR_008385744.1,0,0,0,0,0,0
XR_008385745.1,0,0,0,0,0,0
XR_008385746.1,0,0,0,0,0,0
XR_008385747.1,0,0,0,0,0,0
XR_008385748.1,0,0,0,0,0,0
XR_008385749.1,0,0,0,0,0,0
XR_008385750.1,0,0,0,0,0,0
XR_008385751.1,2,1,3,11,11,12
XR_008385752.1,0,0,0,0,0,0
XR_008385753.1,0,0,0,0,0,0
XR_008385754.1,86,90,32,72,27,54
XR_008385755.1,5,4,2,26,7,9
XR_008385756.1,0,0,0,0,0,0
XR_008385757.1,4,0,2,0,0,0
XR_008385758.1,20,18,8,402,586,825
XR_008385759.1,0,0,0,0,0,0
XR_008385760.1,0,0,0,0,0,0
XR_008385761.1,30,13,9,126,117,207
XR_008385762.1,68,40,57,83,118,200
XR_008385763.1,25,19,20,67,47,88
XR_008385764.1,10,25,18,44,41,82
XR_008385765.1,13,7,14,56,67,81
XR_008385766.1,23,19,10,1,2,1
XR_008385767.1,3,0,0,0,0,0
XR_008385768.1,0,0,0,0,0,0
XR_008385769.1,103,58,4,5,3,1
XR_008385770.1,0,0,0,0,0,0
XR_008385771.1,0,0,0,0,0,0
XR_008385772.1,0,0,0,0,0,0
XR_008385773.1,0,0,0,0,0,0
XR_008385774.1,0,0,0,0,0,0
XR_008385775.1,110,114,46,350,484,387
XR_008385776.1,7,4,7,3,6,22
XR_008385777.1,0,0,0,0,0,0
XR_008385778.1,0,0,0,14,26,17
XR_008385779.1,0,0,0,0,0,0
XR_008385780.1,0,0,0,0,0,0
XR_008385781.1,0,0,0,0,0,0
XR_008385782.1,0,0,0,0,0,0
XR_008385783.1,1,4,3,0,0,0
XR_008385784.1,0,0,0,0,0,0
XR_008385785.1,0,0,0,0,0,0
XR_008385786.1,0,0,0,0,0,0
XR_008385787.1,0,0,0,0,0,0
XR_008385788.1,0,0,0,0,0,0
XR_008385789.1,0,0,0,0,0,0
XR_008385790.1,0,0,0,0,0,0
XR_008385791.1,7,19,9,7,10,3
XR_008385792.1,0,0,0,0,0,0
XR_008385793.1,3,3,2,3,4,0
XR_008385794.1,1,2,4,0,0,2
XR_008385795.1,36,28,14,3,3,4
XR_008385796.1,27,21,5,9,0,3
XR_008385797.1,61,64,10,188,43,128
XR_008385798.1,0,0,0,0,0,0
XR_008385799.1,0,0,0,0,0,0
XR_008385800.1,0,0,0,0,0,0
XR_008385801.1,0,0,0,0,0,0
XR_008385802.1,0,0,0,0,0,0
XR_008385803.1,0,0,0,0,0,0
XR_008385804.1,0,0,0,0,0,0
XR_008385805.1,0,0,0,0,0,0
XR_008385806.1,0,0,0,0,0,0
XR_008385807.1,2,5,0,3,8,7
XR_008385808.1,359,847,589,1098,1561,1846
XR_008385809.1,11,16,13,15,13,25
XR_008385810.1,0,0,2,2,0,5
XR_008385811.1,7,5,11,4,1,3
XR_008385812.1,2,7,7,1,3,3
XR_008385813.1,12,18,21,5,35,14
XR_008385814.1,0,0,0,0,0,0
XR_008385815.1,78,68,81,31,20,32
XR_008385816.1,139,121,97,34,44,33
XR_008385817.1,12,16,27,279,236,320
XR_008385818.1,6,2,4,33,21,32
XR_008385819.1,0,2,9,0,1,1
XR_008385820.1,10,4,1,38,36,26
XR_008385821.1,341,322,328,106,172,187
XR_008385822.1,7,20,33,9,8,13
XR_008385823.1,2,0,1,1,5,3
XR_008385824.1,8,4,9,4,10,5
XR_008385825.1,5,3,8,3,12,6
XR_008385826.1,1,1,6,2,2,1
XR_008385827.1,0,0,0,0,0,0
XR_008385828.1,1,1,0,0,3,2
XR_008385829.1,1,1,3,7,0,1
XR_008385830.1,6,1,4,18,7,5
XR_008385831.1,3,1,0,2,0,0
XR_008385832.1,0,0,0,0,0,1
XR_008385833.1,1,0,0,0,3,1
XR_008385834.1,0,1,0,0,0,0
XR_008385835.1,2,1,2,1,1,1
XR_008385836.1,0,0,0,0,0,0
XR_008385837.1,0,0,0,0,0,0
XR_008385838.1,11,17,10,10,12,6
XR_008385839.1,0,0,0,0,0,0
XR_008385840.1,0,0,0,0,0,0
XR_008385841.1,0,0,0,0,0,0
XR_008385842.1,0,0,0,0,0,0
XR_008385843.1,0,0,0,0,0,0
XR_008385844.1,2,0,0,0,0,0
XR_008385845.1,0,13,1,19,13,11
XR_008385846.1,49,34,22,403,385,804
XR_008385847.1,1,1,0,28,25,35
XR_008385848.1,0,0,0,0,0,0
XR_008385849.1,0,3,3,24,14,25
XR_008385850.1,6,22,4,184,189,235
XR_008385851.1,668,797,726,592,803,886
XR_008385852.1,0,0,0,0,0,0
XR_008385853.1,0,0,0,0,0,0
XR_008385854.1,18,14,20,19,2,9
XR_008385855.1,137,109,82,178,168,174
XR_008385856.1,2589,2257,1739,1801,1690,2206
XR_008385857.1,44,40,29,159,149,146
XR_008385858.1,0,0,0,0,0,0
XR_008385859.1,0,0,0,0,0,0
XR_008385860.1,7,2,3,6,11,36
XR_008385861.1,25,16,9,22,23,21
XR_008385862.1,34,10,12,60,98,105
XR_008385863.1,0,0,0,0,0,0
XR_008385864.1,0,0,0,0,0,0
XR_008385865.1,0,0,0,0,0,0
XR_008385866.1,0,0,0,0,0,0
XR_008385867.1,0,0,0,0,0,0
XR_008385868.1,34,30,30,6,10,8
XR_008385869.1,1,13,3,25,9,19
XR_008385870.1,0,1,0,0,0,2
XR_008385871.1,0,0,0,0,0,0
XR_008385872.1,0,0,0,0,0,0
XR_008385873.1,10,2,0,10,0,14
XR_008385874.1,0,0,0,0,0,0
XR_008385875.1,0,0,0,0,0,0
XR_008385876.1,0,0,0,0,0,0
XR_008385877.1,0,0,0,0,0,0
XR_008385878.1,0,0,0,0,0,0
XR_008385879.1,1,4,1,20,15,20
XR_008385880.1,0,0,0,0,0,0
XR_008385881.1,0,0,0,0,0,0
XR_008385882.1,12,17,11,9,7,7
XR_008385883.1,0,0,0,0,0,0
XR_008385884.1,0,0,0,0,0,0
XR_008385885.1,0,0,0,0,0,0
XR_008385886.1,0,0,0,0,0,0
XR_008385887.1,0,0,0,0,0,0
XR_008385888.1,0,0,0,0,0,0
XR_008385889.1,0,0,0,0,0,0
XR_008385890.1,0,0,0,0,0,0
XR_008385891.1,0,0,0,0,0,0
XR_008385892.1,0,0,0,0,0,0
XR_008385893.1,0,0,0,0,0,0
XR_008385894.1,0,0,0,0,0,0
XR_008385895.1,0,0,0,0,0,0
XR_008385896.1,0,0,0,0,0,0
XR_008385897.1,0,0,0,0,0,0
XR_008385898.1,71,52,24,40,36,42
XR_008385899.1,0,0,0,0,0,0
XR_008385900.1,0,0,0,0,0,0
XR_008385901.1,3,2,1,5,12,10
XR_008385902.1,0,0,0,0,0,0
XR_008385903.1,0,0,0,0,0,0
XR_008385904.1,0,0,0,0,0,0
XR_008385905.1,0,0,0,0,0,0
XR_008385906.1,0,0,0,0,0,0
XR_008385907.1,0,0,0,0,0,0
XR_008385908.1,0,0,0,0,0,0
XR_008385909.1,0,0,0,0,0,0
XR_008385910.1,0,0,0,0,0,0
XR_008385911.1,0,0,0,0,0,0
XR_008385912.1,0,0,0,0,0,0
XR_008385913.1,0,0,0,0,0,0
XR_008385914.1,0,0,0,0,0,0
XR_008385915.1,0,0,0,0,0,0
XR_008385916.1,1,0,0,36,35,54
XR_008385917.1,0,0,0,0,0,0
XR_008385918.1,0,0,0,0,0,0
XR_008385919.1,0,1,0,1,1,1
XR_008385920.1,20,17,35,20,17,16
XR_008385921.1,47,40,43,47,30,53
XR_008385922.1,73,85,108,47,83,69
XR_008385923.1,0,0,0,0,0,0
XR_008385924.1,11,13,12,36,35,41
XR_008385925.1,0,0,0,0,0,0
XR_008385926.1,0,0,0,0,0,0
XR_008385927.1,0,0,0,0,0,0
XR_008385928.1,46,39,35,13,28,12
XR_008385929.1,0,0,0,0,1,1
XR_008385930.1,4,5,0,1,3,0
XR_008385931.1,65,76,33,37,34,24
XR_008385932.1,0,0,0,0,0,0
XR_008385933.1,0,0,0,0,0,0
XR_008385934.1,4,13,1,3,2,3
XR_008385935.1,0,0,0,0,0,0
XR_008385936.1,0,0,0,0,0,0
XR_008385937.1,19,37,14,88,156,167
XR_008385938.1,0,0,0,0,0,0
XR_008385939.1,0,0,0,0,0,0
XR_008385940.1,7,7,4,11,3,8
XR_008385941.1,22,20,5,6,5,19
XR_008385942.1,0,0,0,0,0,0
XR_008385943.1,0,0,0,0,0,0
XR_008385944.1,0,0,0,0,0,0
XR_008385945.1,0,0,0,0,0,0
XR_008385946.1,0,0,0,0,0,0
XR_008385947.1,0,0,0,0,0,0
XR_008385948.1,0,0,0,0,0,0
XR_008385949.1,0,0,0,0,0,1
XR_008385950.1,4,4,7,126,122,132
XR_008385951.1,1,0,0,0,0,0
XR_008385952.1,18,38,4,28,8,4
XR_008385953.1,10,11,10,305,241,339
XR_008385954.1,809,712,555,473,481,510
XR_008385955.1,44,31,41,2,0,5
XR_008385956.1,0,0,0,0,0,0
XR_008385957.1,0,0,0,0,0,0
XR_008385958.1,0,0,0,0,0,0
XR_008385959.1,98,94,77,47,37,55
XR_008385960.1,12,9,10,26,20,26
XR_008385961.1,0,0,0,0,0,0
XR_008385962.1,9,18,6,1,2,1
XR_008385963.1,23,26,31,5,8,2
XR_008385964.1,0,0,0,0,0,0
XR_008385965.1,0,0,1,0,0,0
XR_008385966.1,0,0,0,0,0,0
XR_008385967.1,0,0,0,0,0,0
XR_008385968.1,0,0,0,0,0,0
XR_008385969.1,0,0,0,0,0,0
XR_008385970.1,0,0,0,2,0,1
XR_008385971.1,11,10,8,6,2,2
XR_008385972.1,6,4,9,1,8,4
XR_008385973.1,0,0,0,0,0,0
XR_008385974.1,3,4,4,0,0,3
XR_008385975.1,0,0,0,0,0,0
XR_008385976.1,0,0,0,0,0,0
XR_008385977.1,32,15,10,43,43,49
XR_008385978.1,0,2,1,0,0,0
XR_008385979.1,126,196,109,74,35,51
XR_008385980.1,0,0,0,0,0,0
XR_008385981.1,0,0,0,0,0,0
XR_008385982.1,6,0,1,1,0,0
XR_008385983.1,0,0,0,0,0,0
XR_008385984.1,6,6,3,46,40,31
XR_008385985.1,0,0,0,0,0,0
XR_008385986.1,0,0,0,0,0,0
XR_008385987.1,0,0,0,0,0,0
XR_008385988.1,30,59,31,38,41,40
XR_008385989.1,0,0,0,0,0,0
XR_008385990.1,5,18,2,2,1,0
XR_008385991.1,15,40,20,17,87,12
XR_008385992.1,0,0,0,0,0,0
XR_008385993.1,50,51,27,5,4,1
XR_008385994.1,0,0,0,0,0,0
XR_008385995.1,14,13,17,16,14,24
XR_008385996.1,3,2,0,0,0,3
XR_008385997.1,0,0,0,0,0,0
XR_008385998.1,0,0,0,0,0,0
XR_008385999.1,0,2,0,4,2,8
XR_008386000.1,0,0,0,0,0,0
XR_008386001.1,0,0,0,0,0,0
XR_008386002.1,20,15,10,96,109,104
XR_008386003.1,0,0,0,0,0,0
XR_008386004.1,0,0,0,0,0,0
XR_008386005.1,0,0,0,0,0,0
XR_008386006.1,0,0,0,0,0,0
XR_008386007.1,0,0,0,0,1,2
XR_008386008.1,0,0,0,0,0,0
XR_008386009.1,0,0,0,1,0,0
XR_008386010.1,0,0,0,0,0,0
XR_008386011.1,0,0,0,0,0,0
XR_008386012.1,0,0,0,0,0,0
XR_008386013.1,0,0,0,0,0,0
XR_008386014.1,52,43,77,63,12,35
XR_008386015.1,0,0,0,0,0,0
XR_008386016.1,0,0,0,0,0,0
XR_008386017.1,0,0,0,0,0,0
XR_008386018.1,289,420,316,57,78,77
XR_008386019.1,6,5,5,3,3,1
XR_008386020.1,7,5,5,72,48,61
XR_008386021.1,83,53,84,382,269,412
XR_008386022.1,1,2,0,7,1,0
XR_008386023.1,118,153,116,173,71,175
XR_008386024.1,30,42,9,2,4,8
XR_008386025.1,0,0,0,0,0,0
XR_008386026.1,0,0,0,0,0,0
XR_008386027.1,0,0,0,0,0,0
XR_008386028.1,0,0,0,0,0,0
XR_008386029.1,0,0,0,0,0,0
XR_008386030.1,0,0,0,0,0,0
XR_008386031.1,0,0,0,0,0,0
XR_008386032.1,0,0,0,0,0,0
XR_008386033.1,0,0,0,0,0,0
XR_008386034.1,9,8,5,14,13,11
XR_008386035.1,4,16,8,41,39,31
XR_008386036.1,10,1,11,64,66,41
XR_008386037.1,10,6,4,0,3,0
XR_008386038.1,18,14,6,57,51,100
XR_008386039.1,2,1,3,5,3,11
XR_008386040.1,0,0,0,0,0,0
XR_008386041.1,0,0,0,0,0,0
XR_008386042.1,0,0,0,2,0,0
XR_008386043.1,0,0,0,0,0,0
XR_008386044.1,0,0,0,0,0,0
XR_008386045.1,54,25,18,5,1,0
XR_008386046.1,0,0,0,0,0,0
XR_008386047.1,0,0,0,0,0,0
XR_008386048.1,0,0,0,0,0,0
XR_008386049.1,0,0,0,0,0,0
XR_008386050.1,0,0,0,0,0,0
XR_008386051.1,27,49,31,158,119,181
XR_008386052.1,5,3,0,6,1,4
XR_008386053.1,4,0,1,0,0,0
XR_008386054.1,0,0,0,0,0,0
XR_008386055.1,1,3,0,4,4,1
XR_008386056.1,0,0,0,0,0,0
XR_008386057.1,0,0,0,0,0,0
XR_008386058.1,0,0,0,0,0,0
XR_008386059.1,13,2,1,0,4,0
XR_008386060.1,0,0,0,0,0,0
XR_008386061.1,0,0,0,0,0,0
XR_008386062.1,0,0,0,0,0,0
XR_008386063.1,7,2,4,7,2,9
XR_008386064.1,0,0,0,0,0,2
XR_008386065.1,0,0,0,0,0,0
XR_008386066.1,0,0,0,0,0,0
XR_008386067.1,8,9,4,0,0,1
XR_008386068.1,16,16,9,4,7,4
XR_008386069.1,0,0,0,0,0,0
XR_008386070.1,49,18,38,75,76,87
XR_008386071.1,0,0,0,0,0,0
XR_008386072.1,0,0,0,0,0,0
XR_008386073.1,13,52,7,241,29,136
XR_008386074.1,13,25,6,14,9,14
XR_008386075.1,3,2,6,2,0,2
XR_008386076.1,0,2,1,0,0,0
XR_008386077.1,0,0,0,0,0,0
XR_008386078.1,4,3,2,3,2,0
XR_008386079.1,60,56,53,222,218,253
XR_008386080.1,8,3,1,1,1,10
XR_008386081.1,0,0,0,1,0,0
XR_008386082.1,0,1,0,11,25,10
XR_008386083.1,1,0,1,4,0,0
XR_008386084.1,4,3,0,3,1,2
XR_008386085.1,0,0,0,0,0,0
XR_008386086.1,0,0,0,0,0,0
XR_008386087.1,0,4,0,1,1,0
XR_008386088.1,0,0,0,0,0,0
XR_008386089.1,1221,1633,1163,3027,1203,2720
XR_008386090.1,100,88,75,25,37,24
XR_008386091.1,6,5,10,7,3,11
XR_008386092.1,6,3,2,3,2,0
XR_008386093.1,4,2,1,7,4,5
XR_008386094.1,19,19,14,62,46,62
XR_008386095.1,16,19,35,11,4,2
XR_008386096.1,30,20,19,39,28,27
XR_008386097.1,300,249,262,137,149,153
XR_008386098.1,3,6,1,29,14,31
XR_008386099.1,0,0,0,0,0,0
XR_008386100.1,3,0,0,4,9,10
XR_008386101.1,0,0,0,0,0,0
XR_008386102.1,0,0,0,0,0,0
XR_008386103.1,7,7,12,0,0,1
XR_008386104.1,5,6,4,10,2,6
XR_008386105.1,6,7,3,7,3,3
XR_008386106.1,265,179,171,96,119,121
XR_008386107.1,19,7,7,12,10,6
XR_008386108.1,0,0,0,0,0,0
XR_008386109.1,0,0,0,0,0,0
XR_008386110.1,0,0,0,0,0,0
XR_008386111.1,0,0,0,0,0,0
XR_008386112.1,18,12,18,274,254,269
XR_008386113.1,0,0,0,0,0,0
XR_008386114.1,0,0,0,0,0,0
XR_008386115.1,29,24,5,59,52,50
XR_008386116.1,79,84,24,255,310,396
XR_008386117.1,62,110,69,134,122,156
XR_008386118.1,9,17,6,77,85,103
XR_008386119.1,7,9,1,44,26,45
XR_008386120.1,0,0,0,0,0,0
XR_008386121.1,0,0,0,0,0,0
XR_008386122.1,318,398,116,118,137,119
XR_008386123.1,2,1,0,52,38,60
XR_008386124.1,0,0,0,0,0,0
XR_008386125.1,21,25,40,21,17,20
XR_008386126.1,31,28,16,4,11,10
XR_008386127.1,0,0,0,0,0,0
XR_008386128.1,0,0,0,0,0,0
XR_008386129.1,0,0,0,0,0,0
XR_008386130.1,0,0,0,0,0,0
XR_008386131.1,0,0,0,0,0,0
XR_008386132.1,0,0,0,0,0,0
XR_008386133.1,7,5,2,10,9,6
XR_008386134.1,11,3,4,12,13,5
XR_008386135.1,0,0,0,0,0,0
XR_008386136.1,19,32,21,60,30,99
XR_008386137.1,236,272,304,853,823,1257
XR_008386138.1,58,118,163,69,62,45
XR_008386139.1,19,3,7,4,6,3
XR_008386140.1,3,1,3,1,4,8
XR_008386141.1,1,0,0,0,0,0
XR_008386142.1,49,98,75,17,62,19
XR_008386143.1,88,100,74,47,30,56
XR_008386144.1,0,0,0,0,0,0
XR_008386145.1,0,0,0,0,0,0
XR_008386146.1,0,0,0,1,0,2
XR_008386147.1,0,0,0,0,0,0
XR_008386148.1,11,18,13,8,3,14
XR_008386149.1,8,5,3,10,0,2
